StarID,HIP,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,PMRA,PMDec,RV,Mag,AbsMag,Spectrum,ColorIndex,X,Y,Z,VX,VY,VZ
96239,96542.0,189205.0,,,,,19.62695396,84.7714384,293.255131964809,1.63,-12.98,,8.26,0.923771894962489,A0,0.085,11.04165,-24.33632,292.03492,9.702e-06,-1.5776e-05,-1.681e-06
96515,96821.0,195252.0,,,,,19.67990608,87.92233744,359.712230215827,4.43,-12.84,,8.01,0.230223979590381,K2,1.26,5.55231,-11.80002,359.47575,1.6516e-05,-1.6957e-05,-8.11e-07
96533,96839.0,189805.0,,,,,19.68473482,84.72973456,50.9164969450102,67.33,66.44,,8.48,4.94570741725465,G0,0.647,1.99656,-4.22929,50.70124,8.057e-06,2.1861e-05,1.506e-06
97600,97910.0,193135.0,,,,,19.89687329,85.75883247,558.659217877095,-11.03,-1.73,,7.71,-1.02573484510053,K2,1.596,19.68432,-36.3249,557.12938,-2.4037e-05,-1.834e-05,-3.46e-07
98072,98382.0,193214.0,,,,,19.98891004,84.66874674,90.00900090009,-2.17,-42.41,,6.8,2.02857029470434,A2,0.168,4.16048,-7.25474,89.61963,8.344e-06,-1.6454e-05,-1.719e-06
98598,98913.0,195587.0,,,,,20.08509034,86.26592012,136.054421768707,-16.64,-31.86,,8.57,2.90143669542098,G5,0.784,4.60015,-7.57296,135.76558,1.506e-06,-2.3619e-05,-1.368e-06
98776,99091.0,194836.0,,,,,20.11696711,85.09073006,324.675324675325,-1.85,7.11,,7.76,0.202753582502223,K0,1.074,14.62276,-23.62597,323.48424,-8.343e-06,7.948e-06,9.57e-07
98917,99232.0,195146.0,,,,,20.14344571,85.1242696,40.4858299595142,-68.66,-20.57,,7.13,4.09348476629833,F8,0.572,1.83121,-2.91337,40.33932,-9.268e-06,-1.0576e-05,-3.43e-07
99116,99433.0,195147.0,,,,,20.1821119,84.54441655,165.562913907285,32.6,43.05,,7.16,1.06518469310566,F0,0.385,8.5111,-13.2413,164.81294,3.412e-06,4.3081e-05,3.285e-06
101119,101444.0,,,,,,20.55901588,88.0671825,328.947368421053,5.11,22.86,,9.24,1.65436791804377,K0,1.25,6.88915,-8.69655,328.76021,-1.6235e-05,3.3617e-05,1.229e-06
101556,101884.0,211455.0,,,,,20.64654374,89.40653468,242.130750605327,-2.27,-11.63,,8.93,2.00975025828201,A5,0.236,1.60192,-1.92964,242.11776,6.668e-06,-1.2204e-05,-1.41e-07
101774,102104.0,199625.0,,,,,20.6916681,84.61389337,188.323917137476,-8.93,-12.76,,8.49,2.11547260540735,A2,0.163,11.45119,-13.46699,187.49242,1.302e-06,-1.4116e-05,-1.093e-06
101912,102243.0,,,,,,20.71758903,86.88949974,263.852242744063,18.14,20.8,,9.04,1.93319604984036,K0,1.128,9.34824,-10.84387,263.46352,2.27e-07,3.527e-05,1.443e-06
102316,102646.0,203317.0,,,,,20.7998176,87.53739706,147.275405007364,35.26,23.3,,8.52,2.67934887140251,F2,0.405,4.23405,-4.70284,147.13939,7.588e-06,2.9195e-05,7.14e-07
102564,102893.0,201748.0,,,,,20.84516211,85.86791553,177.935943060498,12.18,15.61,,8.52,2.26868157784531,F0,0.218,8.6912,-9.42602,177.47341,-1.379e-06,1.6995e-05,9.7e-07
102585,102915.0,,,,,,20.8497558,85.86796293,10000000.0,10.65,16.84,,11.3,-3.7,,0.419,489077.10594,-529148.50268,9974006.48919,0.0,0.0,0.0
102717,103047.0,,,,,,20.87796634,84.65887161,10000000.0,0.17,-0.42,,10.98,-4.02,K,1.6,636851.51014,-678901.96223,9956581.35504,0.0,0.0,0.0
103105,103435.0,203836.0,,,,,20.95615963,87.03262539,150.375939849624,14.93,17.71,,7.42,1.53410822651552,A3,0.1,5.44097,-5.56732,150.17431,-1.227e-06,1.6827e-05,6.68e-07
104170,104503.0,,,,,,21.16895523,85.66951995,909.090909090909,-7.41,0.99,,9.44,-0.353036574208874,A2,0.214,50.63797,-46.34537,906.49555,-2.5256e-05,-2.1152e-05,3.29e-07
105690,106030.0,207779.0,,,,,21.47570554,87.00173513,273.224043715847,13.81,17.33,,8.4,1.21740542697205,A2,0.244,11.28239,-8.77185,272.85003,-6.869e-06,2.851e-05,1.2e-06
106217,106556.0,,,,,,21.5807949,89.2229166,245.700245700246,11.05,13.41,,9.83,2.8779720461261,A5,0.238,2.68596,-1.97217,245.67764,-5.083e-06,2.0061e-05,2.16e-07
106300,106641.0,209556.0,,,,,21.60048149,87.78378287,99.304865938431,38.77,40.81,,8.37,3.38514735276809,F5,0.468,3.10705,-2.25681,99.23058,-4.915e-06,2.6637e-05,7.59e-07
106391,106732.0,208390.0,,,,,21.62043642,86.44139429,208.768267223382,13.67,16.97,,8.96,2.36167756707282,A,0.159,10.52395,-7.5604,208.36572,-5.849e-06,2.1236e-05,1.066e-06
107640,107982.0,,,,,,21.87558683,84.82369643,126.262626262626,-19.41,9.88,,9.12,3.61362590794747,G0,0.625,9.67461,-6.01399,125.7477,-1.1387e-05,-6.91e-06,5.45e-07
108517,108862.0,213126.0,,,,,22.0536567,88.07302911,156.25,27.46,13.75,,7.45,1.48089986991944,A2,0.108,4.58655,-2.56283,156.16164,1.059e-06,2.3234e-05,3.5e-07
108824,109169.0,211681.0,,,,,22.11345164,85.40918479,70.871722182849,87.85,76.08,,8.1,3.84763506877174,G5,0.735,4.9946,-2.68911,70.64434,-8.632e-06,3.8926e-05,2.092e-06
109348,109693.0,212710.0,8546.0,,,,22.21949292,86.10785672,78.4313725490196,51.31,40.32,4.0,5.27,0.797550923849871,B9.5Vn,-0.03,4.75581,-2.39271,78.25047,-4.647e-06,2.4176e-05,5.122e-06
109350,109694.0,212774.0,,,,,22.21963678,86.22134932,233.644859813084,32.91,5.3,,6.59,-0.252781154934139,K0,1.186,13.75519,-6.91978,233.13693,1.14e-05,3.5991e-05,3.95e-07
110140,110485.0,213593.0,,,,,22.38000024,85.06168619,255.754475703325,33.61,12.94,,7.15,0.110883786979334,K0,0.973,20.06559,-9.05996,254.8051,2.58e-06,4.4556e-05,1.381e-06
110757,111103.0,,,,,,22.50802481,86.52955831,205.338809034908,18.53,46.95,,9.34,2.77764480607317,G0,0.531,11.49369,-4.73257,204.96225,-3.6113e-05,3.4817e-05,2.829e-06
110898,111244.0,215743.0,,,,,22.53827194,87.28455761,290.697674418605,-8.52,-8.29,,8.24,0.922792212857652,A0,0.043,12.77583,-5.14256,290.37126,6.341e-06,-1.5495e-05,-5.53e-07
112234,112592.0,216720.0,,,,,22.80360363,84.77600579,218.818380743982,50.98,-3.67,,7.09,0.389581000349251,K0,1.079,18.95401,-6.13876,217.90948,2.035e-05,5.0252e-05,-3.54e-07
112476,112833.0,217157.0,8736.0,,,,22.85081593,85.373461,140.056022408964,13.22,114.38,-30.0,5.89,0.158491058880872,K5,1.34,10.78958,-3.34772,139.59966,-7.3632e-05,3.2244e-05,-2.4317e-05
112522,112882.0,217158.0,,,,,22.85935523,85.04636467,350.877192982456,26.84,4.21,,7.32,-0.405775699957447,M4IIIvar,1.365,28.9572,-8.91375,349.56663,6.612e-06,4.5732e-05,6.18e-07
114748,115109.0,220497.0,,,,,23.31486557,86.05659728,564.971751412429,-1.37,12.71,,8.56,-0.200133668190967,K2,1.114,38.23035,-6.93179,563.63416,-3.484e-05,2.503e-06,2.393e-06
115186,115550.0,221142.0,,,,,23.40580911,86.41774505,136.054421768707,-20.73,17.69,,6.61,0.941436695420975,F0,0.55,8.39822,-1.31705,135.78858,-1.3622e-05,-1.1703e-05,7.29e-07
115382,115746.0,221525.0,8938.0,,,,23.44997751,87.30745696,94.0733772342427,76.9,19.35,-11.0,5.56,0.692666322616485,A7IV,0.25,4.37349,-0.63415,93.96951,-4.214e-06,3.6047e-05,-1.0823e-05
115389,115753.0,221344.0,,,,,23.45136623,86.00814429,302.114803625378,-1.03,-6.77,,7.57,0.169139968878595,G5,0.895,20.81505,-3.01043,301.38185,9.573e-06,-2.908e-06,-6.9e-07
115449,115813.0,221488.0,,,,,23.46223049,86.55876618,72.1500721500721,-43.93,34.55,,7.2,2.90881615137894,F5,0.482,4.28794,-0.6077,72.01997,-1.4099e-05,-1.352e-05,7.25e-07
115744,116109.0,221829.0,,,,,23.52609113,86.17808401,307.692307692308,-7.09,-10.98,,7.09,-0.350583195105627,A5,0.171,20.35175,-2.53805,307.00801,1.4907e-05,-1.2516e-05,-1.091e-06
116453,116818.0,,,,,,23.67692871,84.81439118,337.837837837838,1.95,-3.67,,9.9,2.25645855529469,K,1.129,30.42545,-2.57953,336.45511,6.234e-06,2.676e-06,-5.43e-07
116580,116945.0,222874.0,,,,,23.70515529,85.46857574,242.718446601942,-21.3,-9.73,,7.7,0.774486080165674,K0,1.046,19.11907,-1.47874,241.95974,9.446e-06,-2.5867e-05,-9.04e-07
116643,117008.0,223257.0,,,,,23.72000713,88.34201833,240.963855421687,29.12,6.27,,9.02,2.11024048356046,A0,0.138,6.95313,-0.51059,240.86297,-4.81e-06,3.446e-05,2.11e-07
116687,117053.0,,,,,,23.72991539,87.35496206,141.043723554302,34.01,-28.24,,9.52,3.77323117591533,G0,0.647,6.49265,-0.45984,140.89345,2.0882e-05,2.1833e-05,-8.91e-07
116982,117350.0,223383.0,,,,,23.79387722,85.07839605,246.913580246914,-14.68,1.26,,7.77,0.807275116073344,G5,0.89,21.15252,-1.14255,246.00321,-2.448e-06,-1.7464e-05,1.29e-07
117917,118285.0,224687.0,,,,,23.99177045,86.70640708,193.798449612403,36.25,-1.48,,6.75,0.313248508136057,A0,0.081,11.13415,-0.02398,193.47834,1.461e-06,3.4053e-05,-7.9e-08
118059,0.0,,,GJ 1035,,,1.33622444913279,84.1522070782062,13.6612021857923,-978.014,458.135,,14.77,14.092555405292,m,1.79,1.30758,0.47704,13.59011,-6.155e-06,-7.1191e-05,3.091e-06
118116,0.0,,,NN 3137,,,2.44405215152518,88.4040732375019,20.4081632653061,-89.402,420.603,,12.89,11.3409804001426,m,,0.45594,0.33936,20.40024,-2.8086e-05,-3.193e-05,1.158e-06
118492,0.0,,,NN 3456,,,7.82904035131162,84.9875519449573,20.8333333333333,-150.492,-338.011,,12.8,11.2062061868779,m,,-0.83868,1.61552,20.75366,-2.179e-06,3.7184e-05,-2.982e-06
118537,0.0,,,NN 3496,,,8.53858841253524,84.4084982032503,23.2558139534884,283.155,205.724,,13.42,11.5873422778979,m,1.62,-1.3975,1.78366,23.14515,-1.0891e-05,-3.7857e-05,2.259e-06
118602,0.0,,,NN 3536,,,9.28493588601872,84.1824340290545,25.6410256410256,-516.521,410.859,-28.7,11.92,9.8753230351325,m,,-1.96962,1.6957,25.50896,8.2647e-05,1.3566e-05,-2.4024e-05
118873,0.0,,,NN 3768,,,13.1410616136793,85.0445029565245,18.348623853211,225.059,-241.346,,16.0,14.6819825113832,DC9,0.78,-1.51479,-0.46647,18.28003,-1.4548e-05,-2.5426e-05,-1.854e-06
